customer_id,full_name,email,phone,pan_no,aadhar_no,account_no,ifsc_code,balance,cibil_score,txn_id,txn_amount,txn_type,kyc_status,loan_status
CUST79579382,Udant Choudhary,sodhiakshay@example.org,+91-8358465459,XLSHF2870W,8149-7875-4331,SB-2885-9491-2588,SBIN2008845,149109.58,728,TXN2026031216092069,185602.38,RTGS,Pending,Closed
CUST36598769,Tripti Kohli,ogaba@example.net,+91-8929679527,OSUBT9682Z,8516-9960-4254,SB-3556-5917-3876,SBIN2363006,260334.25,703,TXN2026031216092080,48169.41,IMPS,Pending,Active
CUST60323679,Finn Prabhakar,aadi61@example.org,+91-7213945537,XTDLN8568Z,1506-8729-8384,SB-7791-7891-5529,KOTAK6018521,355547.41,797,TXN2026031216092014,85781.19,UPI,Pending,NPA
CUST69691626,Naksh Mani,wazirmammen@example.com,+91-8780802157,TZCZV4745I,4681-4790-1220,SB-9198-1541-5072,KOTAK5029120,155806.77,737,TXN2026031216092076,70617.73,NEFT,Verified,Active
CUST19648038,Ansh Singhal,vansha70@example.net,+91-9148463678,AEVMV5666H,6836-8853-1833,SB-6520-8609-6126,SBIN6342283,35538.63,708,TXN2026031216092037,196074.91,UPI,Verified,NPA
CUST12390414,Dalaja Baria,hbhakta@example.net,+91-9586041110,QQVDG5190M,9696-4153-8171,SB-3450-8658-7051,SBIN3400469,406506.58,735,TXN2026031216092056,148526.18,IMPS,Rejected,Active
CUST52772842,Ekbal Mahal,upmakeer@example.org,+91-8589462085,VKPHM4762D,5258-7552-7100,SB-9818-2624-3245,AXIS1761475,122683.48,863,TXN2026031216092028,96001.35,UPI,Verified,Active
CUST71340886,Daksha Vora,qasim08@example.net,+91-9335395712,CWDOT2010G,6841-7483-4609,SB-8459-5259-7530,KOTAK8730049,32880.47,881,TXN2026031216092022,135182.03,RTGS,Rejected,Active
CUST74934013,Aishani Palla,gautamsrinivas@example.com,+91-7887829034,GWOSH5833S,3582-3205-4400,SB-9765-1086-9070,AXIS5203432,254054.62,850,TXN2026031216092053,167802.86,IMPS,Verified,NPA
CUST34742146,Yadavi Patla,sbabu@example.com,+91-9798829566,UXCIY5020H,5199-9138-1208,SB-5698-6166-3997,SBIN2018413,208290.26,780,TXN2026031216092058,132449.68,UPI,Rejected,Closed
CUST14011320,Pahal Sharaf,jaggarwal@example.com,+91-7094521518,NHMZO4447D,9070-7941-6054,SB-1214-7550-8736,SBIN7677399,85597.87,853,TXN2026031216092046,60894.83,NEFT,Rejected,Active
CUST13196531,Amol Lad,cbhardwaj@example.net,+91-7677503802,IFAOG6653D,4203-2405-5335,SB-1770-4986-6329,ICIC1572553,314326.31,836,TXN2026031216092067,13313.66,UPI,Verified,Closed
CUST14760396,Neel Chand,bvarma@example.org,+91-9041579755,MZGTI5216X,9639-6515-4219,SB-1491-4816-5642,ICIC2475372,322456.13,896,TXN2026031216092056,183712.63,RTGS,Pending,Rejected
CUST69148917,Bhavika Bhalla,nilimaparmer@example.com,+91-8107363476,BMKCP2988G,7254-9271-6077,SB-7265-7212-1496,HDFC8739653,486823.5,865,TXN2026031216092056,89075.72,IMPS,Verified,Active
CUST66379883,Janani Mane,nihalnagar@example.com,+91-9762280394,ORHJK0812S,1894-4354-6924,SB-5879-7233-6917,SBIN7925846,13603.61,833,TXN2026031216092073,44451.4,UPI,Verified,Rejected
CUST32198904,Warjas Swaminathan,bahlganga@example.com,+91-9931458338,HNGQL5256S,8352-9647-2498,SB-3998-9741-5149,SBIN3507257,16402.68,723,TXN2026031216092093,85016.39,NEFT,Verified,Active
CUST10801276,Ekantika Rajagopalan,avibhagat@example.net,+91-8857396708,ZKPHP0452X,4737-4351-2084,SB-9301-1215-4752,HDFC4458138,218845.74,804,TXN2026031216092017,100427.11,UPI,Pending,NPA
CUST38971445,Samaksh Bera,jbanik@example.com,+91-9496062689,VSTNV7411P,8508-8641-9569,SB-9921-1590-7477,KOTAK3513010,460256.91,757,TXN2026031216092095,106227.57,RTGS,Rejected,Closed
CUST11598944,Faris Mahal,obasu@example.com,+91-9767447599,ZPMXQ2714H,5236-5624-8992,SB-9058-4005-9775,KOTAK3065080,193080.03,845,TXN2026031216092045,192246.13,UPI,Pending,NPA
CUST65902182,Prisha Jaggi,aptewilliam@example.org,+91-9635769828,DAIVG4607Q,7667-8748-8273,SB-2994-7335-8367,SBIN8991751,135235.09,808,TXN2026031216092045,96809.4,NEFT,Verified,Active
CUST92201665,Vansha Tiwari,soodlakshmi@example.org,+91-8004987996,VQNUW6831N,9264-2935-3201,SB-4314-6979-9624,KOTAK3904530,259959.27,767,TXN2026031216092068,176279.39,IMPS,Rejected,Rejected
CUST25647411,Bahadurjit Baral,framachandran@example.com,+91-9386735421,VYRWP5984O,2613-4216-5131,SB-4868-4742-1686,AXIS6056596,155012.62,731,TXN2026031216092014,184528.14,UPI,Verified,Rejected
CUST93088670,Nitesh Bali,ishanvipillai@example.org,+91-9109891213,LPYPD5449J,3913-9566-6149,SB-3678-2639-9297,ICIC2378962,60970.87,899,TXN2026031216092042,159388.95,UPI,Rejected,Rejected
CUST77126484,Mitesh Sundaram,gautamikeer@example.org,+91-8475416578,EFGBR2742O,5824-8891-2673,SB-6925-3319-8677,SBIN3973488,252302.79,843,TXN2026031216092069,71511.02,UPI,Rejected,Active
CUST52545809,Tamanna Karan,udarshbanik@example.com,+91-9040838908,PGGEE2627Y,9714-5921-4288,SB-3488-3975-4414,SBIN4654307,277681.86,895,TXN2026031216092043,179790.61,UPI,Verified,Rejected
CUST95573632,Owen Nagi,pushti73@example.com,+91-8392164153,XHRHC7215P,9323-5393-3073,SB-9966-8649-3033,HDFC1123922,399574.35,847,TXN2026031216092096,80587.29,RTGS,Verified,NPA
CUST51598082,Onkar Behl,umang40@example.org,+91-7466165994,XRMXO0386L,9159-3379-4636,SB-8374-3673-6227,HDFC6066445,12686.42,866,TXN2026031216092063,26594.23,IMPS,Verified,NPA
CUST28154997,Dalaja Lala,jasmit63@example.net,+91-8236304403,SUOLG2964C,5333-6661-6835,SB-5837-8094-2865,ICIC4718658,406250.67,795,TXN2026031216092036,170619.65,IMPS,Rejected,Active
CUST29659175,Nathaniel Keer,sarnaharrison@example.net,+91-8026366049,TVHBZ3215K,5028-5961-4597,SB-8624-6640-5652,HDFC6539008,455976.87,702,TXN2026031216092045,119305.86,RTGS,Rejected,NPA
CUST33160327,Meghana Manne,ekta11@example.org,+91-7335419888,BAVPI4215P,2241-7928-3097,SB-1553-6059-6317,SBIN6889932,6333.65,796,TXN2026031216092012,3827.4,NEFT,Pending,Closed
CUST72092832,Devansh Garde,daniel98@example.org,+91-9842268305,KTEWW3433N,4162-2398-4489,SB-8333-8273-8448,ICIC4292009,99083.35,809,TXN2026031216092039,150282.18,RTGS,Rejected,NPA
CUST25379034,Dhruv Chaudhari,azad56@example.org,+91-8723680673,THEFG3067D,9253-9258-6546,SB-2066-8214-4075,HDFC1778276,165157.43,706,TXN2026031216092066,35510.29,RTGS,Rejected,Active
CUST50825915,Anay Subramanian,ekiyasom@example.net,+91-8160467570,ISBRR0528G,7968-2563-8602,SB-1460-4469-7468,SBIN8311342,288791.3,737,TXN2026031216092048,4685.69,NEFT,Verified,Active
CUST24851499,Samuel Sibal,iyertimothy@example.org,+91-7395668107,GAMGD9998Z,7854-2656-9196,SB-8793-7905-6551,SBIN6765169,399971.82,746,TXN2026031216092024,22039.97,UPI,Pending,Rejected
CUST17748423,Baljiwan Shenoy,uchander@example.org,+91-8922769915,AQIKW9368Z,5086-3347-8279,SB-8633-8358-1353,KOTAK2139902,108081.79,837,TXN2026031216092054,172577.86,IMPS,Verified,Closed
CUST34714045,Yashica Vora,tmani@example.net,+91-7703184231,RBFRU0687L,9526-9152-8832,SB-9613-9799-5823,ICIC1718788,7296.51,774,TXN2026031216092097,32472.74,NEFT,Verified,NPA
CUST22103492,Jeet Bahl,zilmil01@example.org,+91-7322219635,GQZAX6500F,5839-4842-7435,SB-2242-9803-6285,AXIS8673181,184660.66,886,TXN2026031216092079,67643.33,NEFT,Verified,Rejected
CUST91051111,Manbir Virk,gchakrabarti@example.net,+91-8860573177,QFILM5733U,2882-1214-8695,SB-6128-9655-5704,ICIC4675790,193113.32,823,TXN2026031216092014,96927.17,UPI,Rejected,Active
CUST66567214,Samaksh Brar,balendraaggarwal@example.org,+91-9686015277,WYZOG5879F,5276-7935-2211,SB-1035-5589-9792,KOTAK6457131,48162.94,726,TXN2026031216092046,90183.57,NEFT,Pending,Active
CUST81261349,Ekanta Balasubramanian,arjun21@example.com,+91-8525888394,QJJHE2269K,2670-7361-8942,SB-4147-1742-5012,KOTAK4660257,370220.75,861,TXN2026031216092022,45880.66,RTGS,Verified,Active
CUST57276625,Oeshi Yadav,saigara@example.org,+91-7814601392,QKHFA7189K,4979-8233-9549,SB-5377-4016-2536,AXIS1524511,55304.96,709,TXN2026031216092074,145883.94,IMPS,Verified,Rejected
CUST51303642,Neel Varughese,godaurishilla@example.com,+91-8579697255,ZKEHD2858R,4030-1849-5005,SB-5215-8468-1161,KOTAK6369363,7197.7,800,TXN2026031216092011,13804.55,IMPS,Verified,Rejected
CUST82708865,Lajita Dey,ridhisami@example.org,+91-7274292893,GZIVP0566D,5760-1025-9393,SB-8479-4033-4684,KOTAK5719206,452881.32,793,TXN2026031216092095,112098.95,IMPS,Pending,Rejected
CUST71755200,Gopal Oza,falanagate@example.net,+91-9444085318,WNZYM3416Z,5254-9280-4060,SB-8630-5582-2803,HDFC5109028,320033.22,800,TXN2026031216092073,102516.38,NEFT,Verified,Closed
CUST25744727,Samarth Agrawal,avarughese@example.org,+91-9182175681,AKARA5273C,7527-9904-2799,SB-9565-1151-4219,KOTAK7275678,208787.69,806,TXN2026031216092048,189423.8,RTGS,Rejected,Closed
CUST96808079,Yahvi Char,henry33@example.com,+91-7724938847,DYPYV2593W,6638-8979-9904,SB-9615-1500-9105,ICIC7150999,284839.08,807,TXN2026031216092084,49790.68,IMPS,Rejected,Active
CUST73780070,Chatura Tandon,osengupta@example.org,+91-7734536651,XXYQE9014T,2095-1965-2328,SB-1709-2498-6654,KOTAK6470054,489537.37,835,TXN2026031216092098,185749.8,IMPS,Rejected,Closed
CUST17066961,Ishani Sawhney,saanvichokshi@example.com,+91-8635754353,EMUHS0465E,6375-3991-9919,SB-5216-3397-6284,HDFC8360444,389534.02,823,TXN2026031216092081,69548.04,UPI,Verified,NPA
CUST39751858,Nathan Patil,ojassubramanian@example.com,+91-8043446156,WZUJE8864K,7909-5251-5464,SB-8476-8522-2657,HDFC3997106,29571.6,836,TXN2026031216092098,109987.82,UPI,Rejected,Closed
CUST42927276,Rushil Chanda,waida93@example.org,+91-7369776828,LDUNS6445X,3333-7058-5865,SB-4616-1245-2348,HDFC7712288,423228.21,776,TXN2026031216092043,90663.73,RTGS,Pending,Active
CUST60325371,Hiral Palla,rohan66@example.net,+91-8319318171,NYCBU6277U,5615-8674-1842,SB-1363-8095-9649,HDFC2670264,278969.34,857,TXN2026031216092028,25807.69,IMPS,Verified,Rejected
CUST66065727,Pushti Lad,yatinjoshi@example.org,+91-9756341243,AYOZU0666U,5709-5292-5268,SB-7937-6747-9875,HDFC3740709,55931.73,757,TXN2026031216092051,76515.03,UPI,Pending,Active
CUST49296993,Urvi Majumdar,chaitaly88@example.org,+91-7957964457,UGQJG2077P,7441-8715-6278,SB-3788-6811-5453,ICIC6088941,442260.81,804,TXN2026031216092058,158857.11,IMPS,Verified,Closed
CUST95936239,Chatura Korpal,krishna40@example.org,+91-8807804018,PDYZE7719J,3785-7113-2164,SB-7239-4439-3803,ICIC5395954,97206.31,743,TXN2026031216092029,165141.84,NEFT,Rejected,Active
CUST65872795,Mitesh Mangat,madhavmannan@example.com,+91-9729843479,CGZIN8142M,5177-8349-6244,SB-7464-7110-6206,KOTAK5022961,385958.67,704,TXN2026031216092094,132785.19,NEFT,Rejected,Active
CUST11699022,Yash Dugar,isankaran@example.com,+91-9386138247,XWSFA1535J,4530-7288-5473,SB-2021-7688-6570,AXIS3494238,303037.7,704,TXN2026031216092046,186078.0,UPI,Rejected,NPA
CUST91904723,Faqid Dey,vanyamani@example.net,+91-7493883571,KOVCQ2033N,1377-5607-7566,SB-7492-9329-7694,ICIC2969627,50725.79,842,TXN2026031216092048,122031.3,IMPS,Verified,Closed
CUST74425873,Xavier Sidhu,qpalla@example.org,+91-7566956095,KCEBL4234S,6244-5489-8638,SB-2842-6068-5044,ICIC1669737,151834.28,869,TXN2026031216092031,82101.37,IMPS,Pending,Active
CUST82483993,Janya Sampath,sainiabha@example.net,+91-8120981321,VKWZM9508Z,7018-4060-7433,SB-2954-6745-7275,SBIN6676698,267418.99,818,TXN2026031216092082,141824.18,IMPS,Pending,Closed
CUST70049088,Tanay Gade,sagarvansha@example.net,+91-7525780271,FZXGM0532P,3799-9655-4754,SB-7288-3563-2506,ICIC6412362,210656.3,848,TXN2026031216092083,159475.54,IMPS,Verified,Active
CUST54595109,Gaurika Mander,dayamaiwason@example.org,+91-9554015777,GPYFN5857R,7723-8012-7008,SB-8800-7761-3047,SBIN5239076,54881.36,729,TXN2026031216092069,54446.9,IMPS,Pending,Closed
CUST65842437,Charan Baria,buchagastya@example.com,+91-7425490309,QFYGQ7213R,3447-4726-1990,SB-7110-9898-8470,HDFC8406267,148264.95,774,TXN2026031216092031,163153.23,RTGS,Pending,Active
CUST73914232,Jai Mital,yashica04@example.net,+91-7969952127,ILMKR3270P,6013-5610-8129,SB-6383-3520-4406,KOTAK2799957,492906.16,715,TXN2026031216092030,135893.93,RTGS,Pending,NPA
CUST31511882,Arunima Kala,madhavipadmanabhan@example.net,+91-9085560096,NMZSY6480C,1791-3492-7342,SB-6950-3687-5364,HDFC8449023,490434.24,872,TXN2026031216092012,38766.79,NEFT,Rejected,Rejected
CUST12813234,Dayamai Kumar,isaac53@example.org,+91-7301470532,IHQHL5338M,1284-3602-7373,SB-8592-4276-8784,SBIN3488925,452717.09,789,TXN2026031216092050,66296.97,NEFT,Rejected,Closed
CUST41923916,Sneha Sahni,sameshmorar@example.com,+91-9458802010,JRVBP0541X,3327-8805-8260,SB-8496-5137-9669,SBIN1192461,336627.11,793,TXN2026031216092024,76146.91,UPI,Verified,Active
CUST53071746,Nachiket Chaudhari,zachariawarjas@example.com,+91-8323568833,MMTAU4656Z,2409-3298-5801,SB-2425-8493-9601,KOTAK2386906,257310.92,754,TXN2026031216092014,7717.87,IMPS,Verified,Closed
CUST90676013,Yashvi Ravel,jeevika21@example.com,+91-9211766364,FRAKY1914Y,4456-6008-6358,SB-6098-7593-3523,AXIS7640762,76958.33,839,TXN2026031216092068,44457.65,IMPS,Rejected,Active
CUST70300928,Ekantika Ramachandran,bgarde@example.net,+91-9057272914,IQARY8362Z,6410-8884-1429,SB-7401-3366-4130,KOTAK3056972,40730.16,792,TXN2026031216092090,27057.29,NEFT,Verified,NPA
CUST21780117,Naksh Lanka,qloke@example.com,+91-8957357277,EQCKK1228T,1309-2751-7672,SB-1061-3638-7092,KOTAK5872135,103092.88,843,TXN2026031216092032,48209.16,NEFT,Verified,NPA
CUST74605306,Yashoda Palla,sanya93@example.org,+91-8276741624,CSSRV3207M,2520-3304-8129,SB-9413-5088-3878,AXIS7000086,365154.42,807,TXN2026031216092054,6839.32,UPI,Verified,Active
CUST41239714,Yatin Dar,ucchalbhalla@example.com,+91-8408998633,COPBC8986Z,4402-6483-3072,SB-8208-3013-9891,KOTAK2580431,330085.67,764,TXN2026031216092043,126746.8,RTGS,Rejected,Closed
CUST69292170,Turvi Golla,shankernimrat@example.com,+91-9907412267,NWKBV2694V,4158-7659-6463,SB-6359-4695-9708,ICIC5858866,309166.92,799,TXN2026031216092016,87036.63,NEFT,Pending,Rejected
CUST66731047,Wakeeta Bail,sararamanathan@example.net,+91-8296642008,YVPSA9319M,9366-1329-9412,SB-9301-7329-8762,ICIC3402978,432525.89,748,TXN2026031216092077,163752.04,IMPS,Verified,Closed
CUST99692434,Lohit Mitra,jyoti90@example.com,+91-9869419663,SSSJN5429T,9022-2159-2619,SB-8295-1121-9096,ICIC1038163,218443.77,740,TXN2026031216092028,19769.35,UPI,Verified,Active
