customer_id,full_name,email,phone,pan_no,aadhar_no,account_no,ifsc_code,balance,cibil_score,txn_id,txn_amount,txn_type,kyc_status,loan_status
CUST34944130,Finn Bhargava,fiyaz32@example.com,+91-7473228993,FWIXR5322B,5962-2152-2045,SB-2901-1491-6925,SBIN5305019,189689.93,861,TXN2026031813400848,12582.72,RTGS,Verified,Active
CUST51973791,Zaitra Narula,bandibahadurjit@example.org,+91-9248539174,ARHZM5446P,6264-7719-6686,SB-2978-4013-8930,SBIN7354889,149589.81,812,TXN2026031813400881,109946.15,UPI,Rejected,Closed
CUST43347621,Anmol Majumdar,pavani50@example.org,+91-7364671749,GLBRX7937F,8533-7422-4194,SB-4370-9659-7686,SBIN4940898,470878.73,773,TXN2026031813400895,189233.7,IMPS,Rejected,Active
CUST41811319,Neelima Yohannan,waliqushi@example.com,+91-9322836742,ERGSP6924X,2559-6174-8339,SB-5479-3757-4942,SBIN4914401,183372.43,869,TXN2026031813400881,43438.41,UPI,Rejected,Closed
CUST68386054,Anika Konda,ebrahmbhatt@example.net,+91-7137548852,ZKFXJ1172L,8970-7457-7838,SB-3879-9204-8692,HDFC5707714,349313.27,873,TXN2026031813400836,37897.43,RTGS,Rejected,Rejected
CUST70828159,Shivani Brar,mahaloliver@example.net,+91-8211425872,OBVLR8645T,1851-9525-3448,SB-3012-9850-8526,KOTAK8003555,338448.93,746,TXN2026031813400892,151557.13,NEFT,Verified,NPA
CUST14519905,Nakul Dutta,jacksonsunder@example.org,+91-7765785841,LRGNJ6413V,8820-9837-4146,SB-1387-2727-7692,AXIS4199869,352902.97,864,TXN2026031813400882,66744.53,RTGS,Pending,Closed
CUST35183682,Faqid Warrior,vrittithakkar@example.com,+91-7943253014,OKXWZ7777T,1232-6615-5070,SB-1278-8118-6184,ICIC9971957,110916.18,715,TXN2026031813400895,191969.61,IMPS,Verified,Active
CUST29391339,Anya Mukhopadhyay,asunder@example.org,+91-9399721445,JMJNA8861X,2280-9646-3531,SB-9016-6325-9159,SBIN4971869,268050.13,882,TXN2026031813400873,18254.72,IMPS,Pending,NPA
CUST30361375,Kiaan Ahuja,deviviraj@example.net,+91-8393698733,OVITE4084O,8683-5915-3889,SB-7559-4005-9995,AXIS4694838,235348.24,799,TXN2026031813400852,146167.08,NEFT,Rejected,NPA
CUST14552570,Sanaya Badal,ywable@example.org,+91-9281537751,RGLSL6565B,4675-3891-8271,SB-2597-5501-2267,KOTAK9003092,239356.68,813,TXN2026031813400848,174388.42,UPI,Rejected,Rejected
CUST22190959,Dominic Iyengar,svora@example.com,+91-8852313257,GRNHA2828N,5807-2873-5138,SB-1695-9389-6516,AXIS6276502,489605.38,856,TXN2026031813400835,15604.18,IMPS,Rejected,Closed
CUST28348603,Xavier Rajan,chaayachowdhury@example.com,+91-8561337202,STFCF4583J,1334-3425-9123,SB-1577-6740-9147,AXIS9200810,167927.93,749,TXN2026031813400847,82464.88,NEFT,Verified,NPA
CUST18547069,Alka Mammen,vsachdev@example.org,+91-7688878631,JDKYC7995Z,9799-5021-6853,SB-7782-5549-4542,SBIN4360156,461224.71,746,TXN2026031813400859,117265.93,NEFT,Pending,Rejected
CUST63765187,Eesha Karnik,mohantyyashodhara@example.net,+91-8670093900,RVUCR4773A,9461-5215-8324,SB-6076-8019-4181,SBIN7486414,314998.89,822,TXN2026031813400888,74382.14,NEFT,Pending,NPA
CUST80501919,Nidra Nazareth,agastyasabharwal@example.com,+91-8931363260,CEWYI0798E,1640-3536-9578,SB-8771-2652-3762,HDFC5932577,205892.49,820,TXN2026031813400847,5107.83,IMPS,Rejected,Active
CUST76999585,Fitan Shroff,varsha67@example.net,+91-9846704359,VNWTQ1816Y,2588-1313-6869,SB-3690-1432-1324,HDFC8233482,396803.16,702,TXN2026031813400822,134055.85,RTGS,Pending,Active
CUST50406009,Rudra Dewan,harshilkaul@example.org,+91-9666712454,RDKWQ2856M,9759-3629-9334,SB-4014-5343-2684,SBIN6305675,31834.26,712,TXN2026031813400815,78100.5,UPI,Pending,Active
CUST36954977,Megha Sekhon,htripathi@example.org,+91-7126265092,OINBY6481L,7252-3121-8941,SB-8855-2259-9177,AXIS9700005,121580.29,873,TXN2026031813400889,88147.03,NEFT,Verified,NPA
CUST36161692,Leela Nagar,salviganga@example.net,+91-7692438026,CDLJZ4193A,4730-4746-4218,SB-2793-8572-3984,HDFC7052260,53397.48,807,TXN2026031813400868,151549.04,NEFT,Verified,Active
CUST62607902,Chanchal Mander,salviluke@example.net,+91-9547774112,HJDCF0013R,4819-4926-4070,SB-3869-7405-1238,AXIS8732735,408799.27,841,TXN2026031813400875,135826.49,RTGS,Pending,NPA
CUST93279523,Rushil Bhasin,kallahemal@example.net,+91-9718790107,XHFGL6661G,3992-9268-4970,SB-2344-9950-1750,AXIS2737431,170381.28,786,TXN2026031813400827,112067.95,RTGS,Pending,Rejected
CUST44570202,Hemang Babu,soninetra@example.com,+91-7990598218,YOIVZ9526P,2187-1059-5810,SB-4581-3823-4749,HDFC1859819,62843.47,786,TXN2026031813400897,5398.84,RTGS,Pending,Active
CUST41530249,Jagvi Prabhakar,ekantikagala@example.net,+91-7239549297,FIXLX4527P,4034-5189-1385,SB-4012-2900-5409,HDFC8754414,265845.67,780,TXN2026031813400821,145469.45,UPI,Verified,Rejected
CUST19995981,Vasana Raj,pnatt@example.com,+91-8308740157,JHQFH7845V,3994-3071-3788,SB-6878-1924-4968,AXIS7401871,108120.07,749,TXN2026031813400823,118071.73,NEFT,Verified,Rejected
CUST67057855,Hredhaan Keer,quincy32@example.net,+91-8700092641,TTEHJ2966Y,7594-2419-2939,SB-7533-3595-3036,SBIN7056017,131160.07,766,TXN2026031813400882,6800.24,RTGS,Rejected,NPA
CUST57204534,Kalpit Kapoor,deepbalveer@example.net,+91-8670876191,SIYJE0621P,9114-8537-7022,SB-6830-9064-2794,ICIC3388717,67035.22,759,TXN2026031813400897,34831.03,UPI,Verified,Rejected
CUST97382641,Anusha Bedi,vanyamunshi@example.org,+91-9796347924,DKYBB4804F,3013-5273-1501,SB-6491-2485-9399,AXIS6870104,32870.1,792,TXN2026031813400845,131916.2,UPI,Rejected,NPA
CUST65382210,Ubika Kar,meghanaiyer@example.org,+91-9085547752,XTDKM0858V,7861-6432-4742,SB-8153-2953-1457,ICIC1137637,391992.38,734,TXN2026031813400866,126402.5,RTGS,Pending,Closed
CUST43228292,Sara Patil,mason77@example.net,+91-7030051586,OMUWX6350Y,8507-5804-8003,SB-6040-5546-7983,AXIS1712385,441730.77,734,TXN2026031813400820,6871.43,IMPS,Verified,Rejected
CUST14809593,Sanya Lata,hitesh85@example.net,+91-7338676711,KQOVJ4113E,4093-9109-8932,SB-8264-9723-2952,SBIN4194239,275686.05,713,TXN2026031813400873,106407.45,RTGS,Pending,Closed
CUST49538648,Upadhriti Sarna,hritikrama@example.net,+91-7295172018,RJNXV4261Y,2750-4537-1064,SB-2983-5261-5855,KOTAK3565462,263391.99,787,TXN2026031813400832,173111.8,RTGS,Verified,Active
CUST91072303,Yatan Bhat,semvedant@example.org,+91-8884784143,HRABZ0556A,6873-8942-3701,SB-3023-8882-5931,KOTAK4676997,326303.73,826,TXN2026031813400864,29323.91,UPI,Verified,Active
CUST20051631,Chakradev Samra,andrewsaxena@example.com,+91-7151064437,XIAWD4075C,6530-4272-7312,SB-4206-7436-5036,HDFC3003812,193177.3,848,TXN2026031813400817,56596.45,IMPS,Verified,NPA
CUST74091438,Udarsh Bains,jasonsundaram@example.org,+91-9935964379,KIODL8319B,4445-6320-2329,SB-7221-3500-4310,SBIN6525719,46893.08,740,TXN2026031813400898,9523.53,NEFT,Rejected,Rejected
CUST35034756,Om Tata,sneha83@example.net,+91-9285773500,EUBAF1913Z,8316-7219-9618,SB-9191-2848-7916,KOTAK9080449,39298.41,714,TXN2026031813400834,9590.46,RTGS,Rejected,Rejected
CUST12712228,Zayan Roy,iyengarmanbir@example.net,+91-8019641356,BFQOK2337T,5293-7544-3675,SB-2864-4121-5137,SBIN4251776,163571.57,784,TXN2026031813400834,99536.17,RTGS,Pending,Rejected
CUST16648135,Jairaj Luthra,poojasinha@example.org,+91-7910261617,QMSIG3298Q,8681-3618-9419,SB-7983-9081-3762,HDFC2886248,352172.57,875,TXN2026031813400850,25142.08,RTGS,Verified,Active
CUST69045538,Forum Bava,yogizehaan@example.com,+91-9630729600,ENLFV7444S,6778-5177-1939,SB-6387-2199-4236,AXIS1110301,252662.83,768,TXN2026031813400812,187147.58,UPI,Verified,Rejected
CUST80958691,Abhiram Tiwari,bachittar12@example.com,+91-9370353220,AKNIB1262X,8946-4764-6805,SB-9312-4458-1589,AXIS1956595,298049.38,817,TXN2026031813400866,11277.4,IMPS,Pending,NPA
CUST61298479,Harish Kumer,sreddy@example.org,+91-8033746753,FMWTL5532V,4533-9931-5961,SB-8878-9704-5454,SBIN7099885,139473.89,717,TXN2026031813400898,183047.87,UPI,Rejected,Active
CUST99129606,Reyansh Dhaliwal,rachanakala@example.org,+91-7743469495,TZERO0907W,4075-2205-1354,SB-1101-3911-5652,SBIN5651902,239541.58,882,TXN2026031813400847,47803.27,IMPS,Verified,NPA
CUST36212048,Nathaniel Ganguly,jagdishraval@example.org,+91-9672535482,OWFIL9322E,2334-6590-1604,SB-5795-2067-1530,ICIC8721644,331099.73,796,TXN2026031813400816,192541.78,RTGS,Verified,Rejected
CUST70162289,Zansi Brahmbhatt,modyriya@example.net,+91-7498595195,PCRSO7394S,4030-6665-7278,SB-6964-6138-4025,AXIS4261327,6191.0,733,TXN2026031813400859,106472.48,IMPS,Pending,Closed
CUST15431499,Lakshmi Choudhry,jmenon@example.com,+91-8801882624,ORVRC9593O,5219-6074-2462,SB-9610-1477-4120,ICIC3639042,423580.79,882,TXN2026031813400811,56665.79,IMPS,Verified,Closed
CUST18716617,Indrajit Raman,modyadvay@example.com,+91-8514607150,UFMWY6776D,3288-8061-9721,SB-5855-1429-5534,SBIN1073736,313325.28,897,TXN2026031813400886,3936.48,NEFT,Rejected,Active
CUST80694606,Hritik Sahota,omajabhattacharyya@example.net,+91-7500251062,WPPGW5838U,8713-6493-5188,SB-2427-9789-7650,ICIC1662334,67497.42,760,TXN2026031813400842,112244.28,UPI,Rejected,NPA
CUST10539467,Libni Dugar,yohannanunni@example.com,+91-7946216372,YFCGN0063C,4028-9751-9239,SB-6598-5904-4236,SBIN4253201,225223.86,868,TXN2026031813400893,165220.06,RTGS,Verified,Closed
CUST24175847,Oni Chad,manbir77@example.org,+91-7250718651,VKHRR2006B,6987-3645-2861,SB-9690-6705-1536,KOTAK9865224,477005.1,817,TXN2026031813400899,85540.56,NEFT,Rejected,Active
CUST82885053,Amruta Madan,gaurav95@example.net,+91-7256512628,OOWCK3729D,3569-7072-9440,SB-5364-2144-6003,SBIN2330351,405944.01,755,TXN2026031813400834,15754.65,RTGS,Pending,Active
CUST70044590,Bhanumati Apte,chatura00@example.com,+91-9480686401,AINVW6664A,7890-7670-6148,SB-4914-1574-8621,SBIN2432852,407521.37,751,TXN2026031813400870,149324.26,IMPS,Pending,Active
CUST14806083,Ekaraj Baria,kaulneel@example.org,+91-9046036351,NSTZL7995O,5074-6677-5902,SB-4608-5459-8947,KOTAK1324286,95298.63,846,TXN2026031813400812,175434.9,RTGS,Verified,Active
CUST95987128,Manya Gade,bhasinfrederick@example.com,+91-9640008414,AQWMR2125A,4217-7784-9732,SB-9935-1587-9795,HDFC3749345,104606.05,814,TXN2026031813400836,6334.62,NEFT,Rejected,Rejected
CUST97462021,Aradhana Solanki,balharsh@example.org,+91-7580221830,IBKFL8677M,7270-2048-8857,SB-1401-8797-7154,ICIC4306645,93634.41,708,TXN2026031813400865,145411.54,IMPS,Verified,NPA
CUST55600043,Yashodhara Saran,krish21@example.net,+91-8305355406,CRYNG6792E,6345-6726-5578,SB-8105-8822-5949,HDFC9189429,142618.89,720,TXN2026031813400893,105162.2,RTGS,Verified,Active
CUST56204842,Rachana Singhal,parmersaksham@example.com,+91-9704973465,YTGQG6303Z,8188-8114-4953,SB-2996-3260-7215,KOTAK1697591,36712.43,763,TXN2026031813400886,78200.49,NEFT,Verified,NPA
CUST30896601,Amruta Ratti,ahluwaliadarika@example.org,+91-9321303251,JMWZV1726P,6723-4680-5238,SB-1800-8933-7917,KOTAK2792908,235897.53,882,TXN2026031813400884,93013.02,UPI,Pending,NPA
CUST13287157,Nisha Keer,koshypooja@example.org,+91-9604174113,AUGQD8574R,8950-9108-8376,SB-7739-4376-6857,HDFC2929143,461952.86,814,TXN2026031813400812,35490.74,UPI,Pending,Rejected
CUST20971327,Orinder Zacharia,lpandey@example.net,+91-9607759803,CJPMV0025I,7425-5869-2184,SB-8972-4666-4402,HDFC7772706,271990.83,774,TXN2026031813400878,145761.19,RTGS,Rejected,Closed
CUST69494642,Hemangini Acharya,anmol27@example.net,+91-8655411435,HNUYJ9970B,7997-6988-9942,SB-6561-3875-9695,SBIN3037119,234909.75,828,TXN2026031813400855,7693.83,RTGS,Pending,Active
CUST23351965,Jairaj Dutta,sehgalraksha@example.com,+91-8635564802,IBKSF4991R,4098-3857-8929,SB-1837-9736-9560,AXIS2454938,472759.0,740,TXN2026031813400866,189655.68,UPI,Verified,Active
CUST14960379,Hemang Sharaf,nidra91@example.com,+91-8893938494,MRCRE7079I,5034-6593-5263,SB-5200-8020-6667,KOTAK4415080,58643.74,769,TXN2026031813400841,141707.38,NEFT,Pending,Rejected
CUST62338888,Bhavna Banik,brijesh07@example.org,+91-7638794858,SRDPQ5776V,3677-1282-6519,SB-8031-6177-1961,AXIS7311633,382495.57,892,TXN2026031813400845,77216.14,NEFT,Pending,Active
CUST34463000,Chavvi Bumb,rattandhruv@example.com,+91-8942879749,QGFUC3408U,5375-2506-6003,SB-3030-4062-5786,ICIC1292691,253340.13,880,TXN2026031813400876,36589.18,IMPS,Pending,Active
CUST37257133,Banjeet Sahota,nicholas66@example.net,+91-8730569186,YSXTQ0786N,3517-3916-4435,SB-8996-7413-9177,ICIC1764393,425115.1,885,TXN2026031813400881,199959.56,RTGS,Rejected,NPA
CUST81454647,Manthan Mistry,solankikamya@example.net,+91-7574101411,ZIFDW9764I,6899-2272-1848,SB-3917-5320-9498,KOTAK9244072,89190.45,851,TXN2026031813400888,43825.46,NEFT,Verified,Rejected
CUST28061506,Nakul Tripathi,dhriti20@example.org,+91-7735757061,WBUEQ3745O,4555-4285-6632,SB-5285-5309-9926,HDFC6783828,15931.31,809,TXN2026031813400852,139739.7,RTGS,Rejected,Rejected
CUST30379996,Charles Kala,smunshi@example.net,+91-9185237831,EFWUR5394M,5477-9293-7702,SB-9692-3139-9858,HDFC5972615,17379.15,876,TXN2026031813400867,81836.01,RTGS,Pending,Rejected
CUST62291399,Oviya Kothari,surisarthak@example.org,+91-7996290372,GPNRJ9040U,3556-1450-1631,SB-3398-9113-6692,SBIN5709100,278670.21,789,TXN2026031813400827,111970.33,RTGS,Rejected,NPA
CUST14808051,Manya Kale,tara98@example.org,+91-8196252376,QKARX1005E,6906-6739-4342,SB-3745-3911-9226,HDFC6782254,42252.19,808,TXN2026031813400880,53158.14,NEFT,Pending,NPA
CUST65419044,Eiravati Bandi,umang10@example.com,+91-9372544482,LXPII4570J,3673-1614-2106,SB-7455-3378-6061,HDFC1031716,483148.56,735,TXN2026031813400860,101589.26,RTGS,Verified,Closed
CUST30779484,Maanav Ramanathan,lila12@example.net,+91-9296265362,DGPAD4258C,5757-9459-9848,SB-1726-5446-4349,ICIC7350553,146796.8,883,TXN2026031813400839,24711.63,IMPS,Rejected,Rejected
CUST72727390,Bhavani Sinha,dhriti85@example.com,+91-9212822835,ZVBDT2809S,9112-8216-3440,SB-3815-2455-2179,HDFC4739164,209365.27,798,TXN2026031813400815,133242.4,RTGS,Verified,NPA
CUST54349183,Falan Dayal,parmarfalan@example.net,+91-7906289845,ZMCHM3774V,3113-5643-3789,SB-9908-2956-2035,ICIC3137590,15114.57,762,TXN2026031813400888,31208.47,IMPS,Pending,Closed
CUST41569210,Hemal Agarwal,fmahal@example.com,+91-8261088124,DXEGR8396I,6254-1797-9086,SB-9695-2142-4565,SBIN9138543,131992.81,879,TXN2026031813400897,105431.2,UPI,Rejected,NPA
CUST46145671,Kamala Master,yashodhara10@example.org,+91-9317214208,PDIST7785U,1387-2058-1851,SB-5020-5634-8352,HDFC4973595,320305.67,727,TXN2026031813400822,122908.23,RTGS,Pending,Rejected
CUST65436881,Gaurangi Palla,pbasu@example.net,+91-7434023153,PHYAI9483R,8091-5734-9093,SB-8617-2172-6353,ICIC7316517,318136.63,729,TXN2026031813400816,137772.09,UPI,Pending,NPA
CUST31915631,Indali Wagle,varmaaadhya@example.net,+91-8119656859,ZIGHJ2127O,5484-7295-2423,SB-4513-2993-4018,KOTAK9815357,272389.38,742,TXN2026031813400817,120496.29,IMPS,Rejected,Active
CUST30804841,Udarsh Saini,sethiekaraj@example.org,+91-9486926390,GWIZN6961C,2319-8739-3658,SB-2515-6851-6855,HDFC8692993,152269.22,796,TXN2026031813400879,166415.48,RTGS,Pending,Closed
CUST61509250,Lavanya Arora,ovig@example.net,+91-8341750458,OWRPM6760D,6196-9355-2942,SB-2922-3120-8790,KOTAK7305202,120285.29,781,TXN2026031813400836,32962.54,RTGS,Rejected,Active
CUST28674754,Udarsh Nadig,hemangwable@example.net,+91-9658294302,QZWVV3496N,2977-2785-4101,SB-9728-2479-4038,ICIC7539040,307884.59,784,TXN2026031813400815,180976.71,UPI,Pending,Active
CUST74737514,Upma Bassi,raghavgera@example.net,+91-8573866989,HAEOS9177E,2779-6257-8313,SB-6025-2585-5463,KOTAK2297979,249082.28,787,TXN2026031813400880,179011.06,UPI,Verified,Closed
CUST78809800,Kevin Minhas,khatridhriti@example.com,+91-7100665975,OWSMA9715D,3371-9473-5963,SB-9111-8891-9198,HDFC8178242,366634.81,862,TXN2026031813400853,44289.33,RTGS,Rejected,NPA
CUST24059129,Alexander Natarajan,brahmbhattkalpit@example.org,+91-9962238910,CYBRC0533G,7853-8129-7418,SB-3888-4375-1235,KOTAK6274537,321709.31,728,TXN2026031813400888,193868.99,RTGS,Pending,Active
CUST23756615,Triya Swaminathan,yashicasama@example.net,+91-9149340901,JJLQH4907N,2325-9929-5544,SB-8055-3810-4604,SBIN6264806,32270.02,720,TXN2026031813400858,172932.05,NEFT,Pending,Active
CUST39590238,Naveen Dube,meghabath@example.org,+91-8240437779,WRNUX2151O,5828-2817-6147,SB-2963-4437-7565,KOTAK6078410,336624.7,744,TXN2026031813400872,193069.08,NEFT,Verified,Rejected
CUST64038384,Udant Murthy,leena19@example.net,+91-9442927376,NEPBS0072A,7981-2382-7054,SB-5361-5947-6379,HDFC4332974,344997.8,721,TXN2026031813400873,181842.54,UPI,Rejected,Active
CUST26148029,Charles Bhasin,lavanyapandit@example.net,+91-7295087964,BNLCB1527E,2619-3828-2517,SB-7654-1553-6158,HDFC8044241,427055.35,760,TXN2026031813400899,190332.82,RTGS,Rejected,Rejected
CUST52269319,Yutika Gokhale,palhiral@example.com,+91-9400674399,GLMTO1844R,5524-2837-8659,SB-6203-6399-9175,SBIN3362796,152861.01,827,TXN2026031813400858,59076.89,NEFT,Rejected,Active
CUST92607668,Vaishnavi Dave,megha99@example.com,+91-7424546277,RZENK6003U,7707-1666-4582,SB-7885-1861-5324,ICIC9601537,82508.9,847,TXN2026031813400877,133860.51,UPI,Verified,Rejected
CUST49311546,Dayamai Bali,walladipta@example.org,+91-7379286259,UBKTS1927I,5595-2266-4184,SB-3784-2442-1813,ICIC2814382,245239.02,763,TXN2026031813400828,65002.79,RTGS,Pending,Closed
CUST29426548,Vedika Sha,vedant38@example.com,+91-7474223967,CWXCM8873K,1009-9245-1590,SB-7889-4260-4922,SBIN3103159,381233.8,711,TXN2026031813400814,2792.95,NEFT,Verified,Rejected
CUST15251942,Veer Balasubramanian,divya21@example.org,+91-7977322077,XHPQR7360Z,6407-4712-4472,SB-7626-8712-6435,HDFC7412191,442469.38,744,TXN2026031813400880,199358.4,RTGS,Verified,Rejected
CUST22709188,Krishna Sarraf,ishwarbarad@example.org,+91-8022223845,AOZHS1423K,1985-5399-5024,SB-1642-9847-8179,AXIS7715099,132003.98,776,TXN2026031813400896,19732.34,RTGS,Verified,Closed
CUST88618483,Chakradev Maharaj,shravyakoshy@example.com,+91-8752692800,TJYAT5322T,1599-1381-8004,SB-6838-6714-4212,SBIN2104695,255647.89,725,TXN2026031813400896,159546.5,NEFT,Verified,Rejected
CUST26785268,Kabir Dasgupta,gautamraju@example.net,+91-8260455578,ANIWO8170G,4860-5561-1552,SB-6542-6007-5699,ICIC6585770,358756.81,784,TXN2026031813400826,116537.7,RTGS,Pending,NPA
CUST21151280,Qarin Doshi,joshua17@example.org,+91-8525901811,WIOEU7431P,2551-3368-7215,SB-5684-1446-4608,ICIC8905082,15884.5,756,TXN2026031813400870,83165.63,IMPS,Verified,Active
CUST70918944,Chandani Bhagat,mnagarajan@example.org,+91-8659664020,JXTZC9927Y,2593-8457-8402,SB-3816-6212-1416,SBIN7555208,101584.96,764,TXN2026031813400821,127227.33,RTGS,Rejected,Closed
CUST37055207,Avi Sur,chandrawilliam@example.org,+91-7496518562,FKGAG9786W,9164-3320-9795,SB-1132-4729-3667,KOTAK5086732,130975.4,832,TXN2026031813400832,38454.17,UPI,Rejected,NPA
CUST79281360,Ubika Anne,girishsen@example.net,+91-8225436642,DMTXU7140X,6338-8538-7498,SB-4585-3820-9263,AXIS3590363,383755.95,819,TXN2026031813400859,69874.76,RTGS,Rejected,Closed
CUST79715388,Guneet Bassi,yashvi35@example.net,+91-7538650265,CMKPL0800B,3722-2484-3851,SB-4074-3166-3021,SBIN5248273,229506.96,758,TXN2026031813400833,60906.09,RTGS,Rejected,Active
CUST76417042,Vrinda Rao,gerajatin@example.org,+91-7537351807,GOEXA5644Q,6949-2875-7432,SB-4670-6127-4835,HDFC9104601,307634.72,898,TXN2026031813400877,99497.8,UPI,Pending,Closed
CUST65084364,Eiravati Nagy,ryan61@example.net,+91-9310353360,XTRGY1098B,3295-4648-6377,SB-2158-1838-6664,ICIC9081983,48118.86,752,TXN2026031813400839,164827.7,RTGS,Rejected,Active
CUST75581844,Kevin Murthy,ahluwaliaazaan@example.com,+91-7173439549,UDBMH3735V,9856-9897-1720,SB-1303-7911-7089,ICIC9894132,145638.51,869,TXN2026031813400833,145193.52,RTGS,Verified,Closed
CUST26174107,Balveer Johal,aryananne@example.org,+91-8518227312,LYPMR5419J,2590-6084-5576,SB-4729-6508-9952,SBIN6847293,342667.39,752,TXN2026031813400896,51862.56,IMPS,Pending,Rejected
CUST72992428,Gavin Varma,jayaramananjali@example.org,+91-9200971523,ZEUMW1838W,1156-3751-6695,SB-3972-1204-7518,ICIC5394875,54625.69,822,TXN2026031813400882,90234.59,RTGS,Pending,NPA
CUST11020054,Dominic Contractor,naikwakeeta@example.org,+91-8102646538,MASNV6474Y,9277-7041-1861,SB-3473-1889-4615,KOTAK5694614,297740.83,767,TXN2026031813400873,128676.51,RTGS,Pending,Closed
CUST34508182,Lohit Munshi,gayathridalia@example.com,+91-9551361699,VMLYB3007G,1961-7877-2150,SB-3338-5586-8836,SBIN1846621,200213.73,796,TXN2026031813400813,82041.3,IMPS,Rejected,Rejected
CUST79468361,Megha Batra,baniknathan@example.com,+91-9243772924,RKWJV4264U,4254-6527-8066,SB-1483-7916-4099,HDFC1893706,415660.73,734,TXN2026031813400883,140447.2,NEFT,Pending,Rejected
CUST86766708,Watika Ben,chandrakaran@example.net,+91-8206332059,XRVXC2648U,9323-4916-4861,SB-8529-5851-2675,ICIC4049440,110509.56,855,TXN2026031813400884,105006.84,RTGS,Verified,Rejected
