customer_id,full_name,email,phone,pan_no,aadhar_no,account_no,ifsc_code,balance,cibil_score,txn_id,txn_amount,txn_type,kyc_status,loan_status
CUST26521970,Max Sood,mannewidisha@example.net,+91-7389791658,LNVQX5978C,5075-9533-5652,SB-1411-2095-5432,KOTAK8097964,259235.27,723,TXN2026031116283585,169252.3,UPI,Rejected,Rejected
CUST40755392,Avi Loke,kotahemangini@example.org,+91-7111820761,ZPSGO6082B,6253-6396-9176,SB-9314-4467-3273,ICIC4649635,315339.91,749,TXN2026031116283539,80462.81,NEFT,Rejected,Active
CUST40009138,Hamsini Sule,doshigaurang@example.com,+91-9386598392,QMRCK9659P,7834-3524-2216,SB-4715-9529-2820,HDFC6212801,487014.14,721,TXN2026031116283560,96253.35,IMPS,Pending,Rejected
CUST40887991,Hema Kashyap,ishwarkar@example.org,+91-7573150098,AIQJN9556D,9541-3322-6301,SB-1736-2723-5253,KOTAK7533673,51628.56,779,TXN2026031116283531,28970.91,UPI,Verified,NPA
CUST66367027,Jagrati Balay,contractorkevin@example.com,+91-7519619355,LYSLA6667D,7377-9426-7358,SB-6355-3272-9633,SBIN7052551,350964.4,745,TXN2026031116283574,165621.69,NEFT,Pending,NPA
CUST73296180,Neel Deshmukh,dayamaimann@example.net,+91-7259847175,XNIZN8953A,1572-2870-4677,SB-5679-9368-5538,KOTAK9121917,12853.03,859,TXN2026031116283526,27777.91,UPI,Pending,NPA
CUST15155647,Meera Patil,dakshamble@example.org,+91-9867160974,DGLXH4560X,2540-5656-6402,SB-5285-8892-4491,SBIN9293727,118015.78,841,TXN2026031116283581,5783.72,IMPS,Verified,Active
CUST88380920,Jyoti Ghose,vmander@example.com,+91-9639424949,DNYKI0065J,1657-8723-1032,SB-8954-9660-4921,HDFC2494653,222043.43,820,TXN2026031116283531,196529.94,UPI,Pending,Active
CUST80161162,Rudra Mutti,zdutta@example.org,+91-7814748003,XEWAR4943Y,3109-2483-8092,SB-5784-8383-9562,SBIN1660516,497101.17,807,TXN2026031116283593,170155.41,NEFT,Verified,Rejected
CUST17599492,Vanya Bassi,advay47@example.org,+91-7860397345,EXWPC5976A,2210-4291-5038,SB-6861-9378-9844,KOTAK5522767,27720.53,809,TXN2026031116283570,31390.83,IMPS,Pending,Closed
CUST83811243,Nandini Dhillon,sarachacko@example.org,+91-8043271786,TPACM5565K,5181-5900-4529,SB-4426-8396-4989,ICIC7570074,75778.52,861,TXN2026031116283585,24316.17,RTGS,Verified,Rejected
CUST43086466,Gavin Baria,dattamaanas@example.net,+91-7509153647,MUQDG9613B,8635-9365-6512,SB-6395-6420-2808,AXIS6799533,318769.69,839,TXN2026031116283519,135455.34,UPI,Pending,NPA
CUST13085447,Vihaan Swamy,madhav28@example.com,+91-9375332681,BKKGR8953N,5925-5219-2830,SB-5293-9569-9665,AXIS5913638,6359.18,806,TXN2026031116283526,16774.96,IMPS,Pending,Rejected
CUST89573707,Mitali Pandya,ypradhan@example.com,+91-8477209908,GGLKR9052H,4773-6966-5239,SB-2568-5370-9421,KOTAK5740477,480545.38,709,TXN2026031116283517,51082.81,NEFT,Rejected,Rejected
CUST19685986,Chanakya Rai,ybali@example.org,+91-7932286544,GXVDS3706D,1626-3971-7052,SB-1478-7328-1038,SBIN7574610,413409.58,743,TXN2026031116283573,188649.17,RTGS,Verified,Rejected
CUST69831452,Aashi Agarwal,bandichaitaly@example.net,+91-9603742211,CYGAB0870H,9409-6611-5872,SB-6702-4248-6629,SBIN7676020,302963.03,776,TXN2026031116283591,44650.73,RTGS,Verified,Rejected
CUST17909791,Ubika Shan,acharyaadvika@example.org,+91-7210362056,GNNDA8434D,9990-7976-1141,SB-1182-6519-2501,ICIC5787107,84039.7,806,TXN2026031116283549,154713.55,RTGS,Verified,Active
CUST85977498,Charvi Lata,tanvijoshi@example.net,+91-9318739174,DSIDC2277W,8740-1222-9300,SB-8573-5880-8567,ICIC8583779,459320.89,733,TXN2026031116283540,104096.58,IMPS,Rejected,Rejected
CUST25950138,Harini Bala,gaurangibatta@example.com,+91-7863582810,KVKJW5278S,6625-7853-7916,SB-4356-7674-9456,HDFC8550075,162349.67,708,TXN2026031116283569,124804.65,NEFT,Rejected,Rejected
CUST48261781,Urvashi Varkey,pmukhopadhyay@example.com,+91-7700963423,QKSUL2592L,4293-3536-2178,SB-8693-5437-7241,KOTAK7644413,348743.13,780,TXN2026031116283538,193550.93,NEFT,Rejected,NPA
CUST99698659,Kashvi Choudhry,jalsa02@example.com,+91-9814186477,YGDWH9328P,4987-8966-7318,SB-5652-7011-5866,KOTAK9129872,351527.69,766,TXN2026031116283532,126282.37,IMPS,Pending,Active
CUST41078961,Farhan Gola,sarkarkrishna@example.com,+91-8686624729,HOQYM6298J,3647-5472-9403,SB-7280-7301-3047,HDFC8496864,86873.72,743,TXN2026031116283597,188028.15,NEFT,Pending,Closed
CUST44357761,Ekaja Vyas,maanas45@example.org,+91-9267134452,GSTUW5915P,5082-5401-6105,SB-5528-4459-6212,HDFC3660380,5120.89,787,TXN2026031116283573,50896.67,UPI,Rejected,Rejected
CUST68174672,Upasna Wali,samaksh61@example.com,+91-8405786843,CFKJT0015Y,8086-6706-6315,SB-4091-4951-2789,AXIS8555491,434124.92,754,TXN2026031116283554,116885.3,RTGS,Verified,Closed
CUST54879786,Lajita Bhalla,baradavi@example.net,+91-9330462142,NCEJT3015P,6713-8027-9633,SB-6370-9701-2242,ICIC1685319,72063.09,799,TXN2026031116283563,33737.97,NEFT,Pending,Rejected
CUST23346789,Aarini Mani,bzachariah@example.com,+91-7933355270,KCARG5816Y,1801-7876-5688,SB-6864-5263-4999,HDFC6577305,234418.4,736,TXN2026031116283543,105356.71,UPI,Rejected,Closed
CUST93708112,Saksham Balan,vnori@example.com,+91-8562972701,EHSIW0080X,3207-7170-5135,SB-1009-3325-5668,KOTAK2639465,281775.71,811,TXN2026031116283571,172396.31,IMPS,Verified,Active
CUST55277381,Jason Desai,saumya27@example.net,+91-7816549743,OFAAS5577F,4801-2365-6590,SB-6785-3348-5199,KOTAK9583839,132844.9,890,TXN2026031116283555,68064.6,RTGS,Rejected,Rejected
CUST14575047,Gaurav Ganesh,jagvi57@example.net,+91-8074560088,IAZXJ2114M,4239-9090-3121,SB-4547-4276-5582,HDFC2372617,185390.61,801,TXN2026031116283563,116491.52,RTGS,Pending,Closed
CUST64259089,Advay Thaker,simonzachariah@example.org,+91-9182376196,RKWSR7378J,1126-1668-9206,SB-1941-5570-5800,KOTAK2222647,370208.2,748,TXN2026031116283564,99547.93,UPI,Rejected,Active
CUST46585532,Kabir Shan,ldevan@example.org,+91-8571076877,MXYZC8968U,9419-7918-1479,SB-7366-4743-6096,ICIC5831207,200419.14,877,TXN2026031116283546,62795.84,NEFT,Pending,Closed
CUST82350072,Oliver Goswami,hegdetanveer@example.com,+91-7415566426,DAOAL4126G,8521-8406-7972,SB-7029-8036-5632,ICIC7890189,351544.38,830,TXN2026031116283557,37392.52,IMPS,Verified,NPA
CUST49334760,Ayaan Chada,rmitter@example.net,+91-9390325178,GDGBO4439F,1926-5811-2631,SB-7017-2122-5433,ICIC8571230,307873.77,900,TXN2026031116283551,171045.87,NEFT,Pending,Closed
CUST34942392,Devika Tripathi,eiravatikadakia@example.net,+91-7934223846,MNQBB0970W,7407-7990-4749,SB-5594-6345-3929,KOTAK1838286,303519.34,874,TXN2026031116283587,167391.79,UPI,Verified,Active
CUST96228596,Charan Mistry,akshaykoshy@example.org,+91-7542089798,BWLVA7788V,4870-2833-1520,SB-2745-7550-7692,AXIS3738293,365283.51,802,TXN2026031116283580,187994.21,UPI,Verified,NPA
CUST70399808,Mohini Ray,caleb43@example.com,+91-8556262075,ZJHMQ4333T,4581-2278-4089,SB-3064-5934-1419,ICIC2240002,328522.33,865,TXN2026031116283571,23129.78,UPI,Pending,NPA
CUST26263266,Radhika Sastry,manthansamra@example.net,+91-8628633617,FMSKZ1449U,4305-8715-3738,SB-1278-7265-4345,HDFC7666563,490205.5,819,TXN2026031116283570,29269.7,NEFT,Pending,Active
CUST95343863,Aarav Mohanty,faras17@example.org,+91-8704038881,QFRSV5719I,9380-5719-9226,SB-7442-1321-2258,HDFC8535038,273337.53,785,TXN2026031116283578,126635.53,NEFT,Pending,Active
CUST17446782,Elijah Dugar,ogola@example.org,+91-9702131301,QDMHQ0747G,9176-8873-3950,SB-3239-3621-4267,AXIS2079861,411273.54,736,TXN2026031116283510,13648.02,NEFT,Rejected,Active
CUST35985370,Ucchal Saini,daravincent@example.net,+91-9122598050,QXGDM6211Q,5694-3988-4416,SB-6828-8375-3686,KOTAK8971906,343014.32,870,TXN2026031116283574,14494.49,RTGS,Pending,Closed
CUST81919978,Tara Varty,grewalarin@example.org,+91-8937343898,NATFT1105N,7085-5585-1341,SB-3676-3414-4775,HDFC2011840,443954.08,707,TXN2026031116283510,79957.48,NEFT,Rejected,Rejected
CUST11463354,Deepa Gokhale,talwarharshil@example.org,+91-7156679625,UVENK3640Y,1822-1322-5099,SB-5813-7921-1250,ICIC6600451,165609.49,706,TXN2026031116283576,181730.57,IMPS,Pending,Rejected
CUST47852108,Damyanti Keer,ayushbhakta@example.org,+91-9779855968,UCCNC6513A,9518-4982-1161,SB-1892-4343-7724,SBIN5660108,184365.87,710,TXN2026031116283552,114378.73,RTGS,Rejected,Rejected
CUST86623683,Dayamai Kaur,balveer74@example.org,+91-8746013378,JYGRX3499S,4986-6291-1239,SB-6669-5798-4491,ICIC7952770,64463.06,820,TXN2026031116283557,154800.18,NEFT,Pending,Rejected
CUST22024694,Yashoda Brar,zachariarushil@example.org,+91-9022150965,RXQZW8941C,6418-6454-9070,SB-3260-7227-7212,HDFC3456995,208927.3,894,TXN2026031116283527,39227.39,NEFT,Pending,Active
CUST40466932,Ishanvi Agrawal,turvipillay@example.org,+91-7166463335,XZHAQ0948U,3028-5228-6724,SB-4752-3440-8111,AXIS2721815,334073.72,836,TXN2026031116283531,90473.9,RTGS,Verified,Closed
CUST19630896,Gaurangi Bhargava,geetikadasgupta@example.com,+91-9158117486,KGXPT3554R,3808-7107-5548,SB-4068-3364-4686,KOTAK6619755,197105.54,746,TXN2026031116283535,40890.37,RTGS,Pending,Active
CUST30995660,Amol Ghose,tanaynarang@example.com,+91-8552909060,CDELQ3092R,8101-3840-8527,SB-3223-9087-9747,SBIN6424538,276962.01,823,TXN2026031116283525,13636.99,RTGS,Pending,Active
CUST24928335,Frado Chandran,reyansh51@example.net,+91-7734165018,UILOY6299Q,6067-4990-4423,SB-9933-3413-7477,SBIN2893866,373332.46,856,TXN2026031116283595,162080.56,RTGS,Pending,NPA
CUST30564251,Chakrika Venkatesh,bhavika31@example.com,+91-8134751252,MIQGO8590Q,8439-4280-7006,SB-5701-5288-7698,AXIS1023016,50691.51,727,TXN2026031116283562,20928.79,IMPS,Verified,NPA
CUST49449199,Aarna Savant,balhaar68@example.org,+91-7480508249,LGAPV2308O,6489-6773-1949,SB-9436-4367-6888,HDFC2275583,305285.01,838,TXN2026031116283523,32309.66,NEFT,Verified,Closed
CUST53110352,Samesh Balay,isha21@example.org,+91-8190719153,OWZRV6723T,3229-4909-4003,SB-3634-2878-6561,ICIC4814840,328567.05,760,TXN2026031116283574,18138.37,RTGS,Pending,Active
CUST71503599,Neha Kulkarni,ishitagandhi@example.net,+91-8969731388,ZDXCT5189R,4704-4286-4707,SB-4648-8724-2744,SBIN4948265,63795.84,799,TXN2026031116283511,93653.09,NEFT,Rejected,Closed
CUST42335068,Nathan Vyas,farajarora@example.net,+91-9619331878,GAMSF0458R,5274-2751-2341,SB-7943-3588-1007,HDFC6264510,83867.32,804,TXN2026031116283553,147619.62,IMPS,Rejected,Active
CUST42499469,Chavvi Sandal,patladarpan@example.net,+91-7632041034,XGKFN7126H,2442-3301-1065,SB-2404-9088-8964,SBIN2248445,122054.15,834,TXN2026031116283545,151653.1,UPI,Pending,Active
CUST89424117,Tarak Bhatti,faqid05@example.com,+91-8054079595,KZIDB0567L,9551-1072-6235,SB-7262-6734-8821,AXIS7237493,224417.26,718,TXN2026031116283586,13294.18,UPI,Rejected,Active
CUST90379759,Hemang Nazareth,fiyazoza@example.com,+91-8202051325,AMVPI6966D,4625-5357-5968,SB-4254-2124-5073,KOTAK5089341,121883.8,881,TXN2026031116283518,158387.01,NEFT,Pending,Rejected
CUST33949221,Riya Doshi,yamini97@example.org,+91-7214421389,WADVS9504A,2754-6972-4944,SB-1966-6094-2124,ICIC2542390,21379.36,847,TXN2026031116283516,196889.1,NEFT,Pending,NPA
CUST51571069,Yatin Saini,shivanshdhar@example.org,+91-9663646581,RIOAP5113Z,8157-1893-2116,SB-6783-8792-3671,KOTAK4465882,78295.06,760,TXN2026031116283525,29775.24,IMPS,Verified,Rejected
CUST74935959,Abhiram Wagle,hemangpatil@example.com,+91-7610024219,YIQKH7744O,8889-7192-5869,SB-8166-5733-2560,HDFC7462746,29011.31,786,TXN2026031116283572,45969.87,UPI,Verified,Active
CUST93685968,Alexander Tella,ugaba@example.org,+91-9165894611,UEATF4211I,7098-8665-8772,SB-5183-2624-6893,AXIS2406230,140108.28,750,TXN2026031116283572,187021.37,RTGS,Pending,Closed
CUST73703641,Robert Lal,hdubey@example.net,+91-8712112100,FYTMA6018N,4025-2117-6906,SB-4750-8549-9059,SBIN3510383,146057.01,858,TXN2026031116283536,149687.28,RTGS,Rejected,Active
CUST20819789,Mahika D’Alia,zluthra@example.net,+91-7233129064,JCCKC3955T,8193-2064-8023,SB-3125-3574-5830,SBIN9502234,95403.8,780,TXN2026031116283529,133001.31,UPI,Pending,Active
CUST38912472,Chakradev Mitter,ikade@example.com,+91-7927778099,GXZVN3558U,2234-7770-7244,SB-1093-9074-7930,AXIS1869157,473819.32,876,TXN2026031116283561,14850.12,UPI,Rejected,Closed
